OrderID,CustomerName,Email,Phone,Region,Category,OrderDate,Quantity,UnitPrice
5022,John Wilson,john.wilson44@example.com,(357) 561-5718,South,Electronics,2025-07-28,8.0,146.61
5349,Charles Garcia,charles.garcia16@example.com,(213) 394-7972,South,Beauty,2025-01-16,7.0,36.57
5317,Jennifer Taylor,jennifer.taylor28@example.com,(252) 390-4177,South,Apparel,2025-03-31,1.0,128.7
5050,John Jackson,Unknown,Unknown,West,Beauty,2025-02-17,5.0,195.41
5400,Elizabeth Thomas,elizabeth.thomas63@example.com,(283) 781-2446,Central,Beauty,2025-06-05,4.0,83.11
5608,Susan Jones,susan.jones55@example.com,(823) 944-5305,South,Apparel,2025-01-03,1.0,97.59
5648,Charles Gonzalez,charles.gonzalez97@example.com,(655) 636-2068,West,Home & Living,2025-04-08,3.0,227.59
5441,Jennifer Jackson,jennifer.jackson70@example.com,(217) 705-6472,West,Home & Living,2025-07-19,5.0,78.95
5051,David Moore,david.moore61@example.com,(447) 873-8752,Central,Home & Living,2025-08-22,4.0,267.65
5839,Patricia Martinez,patricia.martinez29@example.com,(474) 987-7861,South,Home & Living,2025-08-04,4.0,143.08
5795,Karen Martinez,karen.martinez27@example.com,(210) 694-5463,Central,Home & Living,2025-02-27,2.0,264.82
5469,William Wilson,william.wilson84@example.com,(739) 582-3894,West,Beauty,2025-06-18,4.0,92.47
5433,James Jackson,james.jackson19@example.com,(675) 267-7970,Central,Electronics,2025-08-29,1.0,85.55
5357,Mary Williams,mary.williams35@example.com,(862) 648-9036,East,Home & Living,2025-01-07,5.0,207.35
5655,James Taylor,james.taylor5@example.com,(950) 922-2352,Central,Home & Living,2025-03-28,1.0,171.97
5027,Thomas Moore,thomas.moore47@example.com,(227) 633-1430,East,Apparel,2025-06-03,6.0,166.55
5630,Linda Williams,linda.williams31@example.com,(858) 392-5067,East,Beauty,2025-01-08,7.0,208.83
5254,David Davis,david.davis30@example.com,(935) 575-7077,Central,Electronics,2025-03-05,5.0,73.96
5805,Sarah Thomas,sarah.thomas27@example.com,(344) 447-1495,East,Home & Living,2025-08-11,1.0,206.29
5697,David Smith,david.smith89@example.com,(976) 891-7590,West,Beauty,2025-02-09,7.0,265.04
5781,Thomas Davis,thomas.davis26@example.com,(570) 731-9495,West,Beauty,2025-08-03,4.0,246.2
5384,Mary Moore,mary.moore81@example.com,(515) 200-3500,East,Home & Living,2025-07-03,6.0,204.39
5307,William Jones,william.jones35@example.com,(826) 240-9993,West,Electronics,2025-03-03,5.0,286.14
5273,Patricia Anderson,patricia.anderson53@example.com,(371) 743-1001,North,Beauty,2025-07-08,8.0,295.2
5484,Barbara Davis,barbara.davis28@example.com,(458) 781-2022,Central,Home & Living,2025-05-17,4.0,290.99
5241,Jennifer Gonzalez,jennifer.gonzalez45@example.com,(870) 307-3200,West,Apparel,2025-01-04,7.0,167.9
5054,Thomas Moore,thomas.moore38@example.com,(627) 401-5271,South,Beauty,2025-03-08,5.0,135.05
5564,Jennifer Thomas,jennifer.thomas24@example.com,(207) 550-4586,East,Home & Living,2025-06-21,2.0,102.61
5688,Barbara Smith,barbara.smith47@example.com,(667) 307-3424,South,Electronics,2025-07-24,7.0,59.67
5286,John Martin,john.martin12@example.com,(541) 340-8004,West,Home & Living,2025-04-14,3.0,290.25
5233,David Wilson,david.wilson19@example.com,(912) 886-2581,South,Electronics,2025-08-04,6.0,38.74
5156,John Smith,john.smith79@example.com,(428) 645-3959,Central,Apparel,2025-09-04,8.0,290.72
5279,John Taylor,john.taylor54@example.com,(313) 657-1235,West,Electronics,2025-03-31,2.0,214.31
5464,Charles Jackson,charles.jackson80@example.com,(211) 331-8069,South,Electronics,2025-01-09,5.0,279.43
5310,Barbara Anderson,barbara.anderson30@example.com,(581) 614-9417,West,Beauty,2025-05-14,7.0,216.03
5442,Elizabeth Garcia,elizabeth.garcia75@example.com,(647) 895-5258,East,Apparel,2025-04-10,1.0,225.92
5527,Jessica Thomas,jessica.thomas90@example.com,Unknown,North,Apparel,2025-06-25,5.0,100.73
5274,David Taylor,david.taylor37@example.com,(233) 965-1894,East,Apparel,2025-02-28,3.0,124.82
5063,Karen Gonzalez,karen.gonzalez5@example.com,(450) 696-7272,Central,Beauty,2025-08-03,5.0,264.39
5742,Jennifer Martin,jennifer.martin52@example.com,(601) 411-4189,East,Electronics,2025-02-07,6.0,158.93
5651,Susan Thomas,susan.thomas70@example.com,(289) 890-7290,South,Electronics,2025-07-20,6.0,296.13
5690,Richard Taylor,richard.taylor70@example.com,(234) 248-9015,North,Beauty,2025-04-01,8.0,158.93
5327,Mary Moore,mary.moore58@example.com,(260) 376-8985,South,Beauty,2025-06-10,5.0,257.14
5844,Jessica Gonzalez,jessica.gonzalez7@example.com,(350) 424-9449,South,Apparel,2025-08-26,4.0,294.17
5822,Susan Johnson,susan.johnson14@example.com,(545) 711-2629,East,Home & Living,2025-04-24,4.0,169.15
5615,Karen Miller,karen.miller87@example.com,(822) 696-1637,Central,Home & Living,2025-06-04,4.0,295.17
5112,Richard Jackson,richard.jackson58@example.com,(898) 927-2000,East,Beauty,2025-08-02,4.0,100.41
5541,Robert Taylor,robert.taylor93@example.com,(905) 957-8841,Central,Apparel,2025-02-19,7.0,257.74
5547,David Garcia,david.garcia9@example.com,(853) 312-9167,Central,Electronics,2025-05-10,8.0,215.22
5684,Sarah Davis,sarah.davis85@example.com,(447) 888-5317,North,Electronics,2025-05-19,3.0,17.63
5618,Karen Davis,Unknown,(718) 812-8765,West,Electronics,2025-08-22,3.0,65.94
5299,David Rodriguez,david.rodriguez36@example.com,(501) 919-3866,North,Home & Living,2025-07-31,1.0,157.15
5389,Thomas Davis,thomas.davis63@example.com,(504) 929-9134,Central,Beauty,2025-01-12,1.0,205.72
5458,Barbara Martin,barbara.martin63@example.com,(343) 606-9522,North,Apparel,2025-11-04,1.0,42.4
5644,Karen Brown,karen.brown44@example.com,(548) 780-6592,South,Electronics,2025-01-16,7.0,280.8
5518,Mary Gonzalez,mary.gonzalez53@example.com,(238) 979-8944,Central,Home & Living,2025-01-09,2.0,208.08
5198,Richard Johnson,richard.johnson14@example.com,(994) 774-4690,Central,Apparel,2025-01-13,6.0,69.53
5593,Barbara Williams,barbara.williams66@example.com,(838) 217-9397,West,Home & Living,2025-04-20,6.0,220.52
5069,Richard Lopez,richard.lopez53@example.com,(812) 522-6554,South,Electronics,2025-03-04,5.0,194.42
5330,Michael Thomas,michael.thomas11@example.com,(316) 941-3172,South,Apparel,2025-05-17,1.0,261.75
5561,Charles Anderson,charles.anderson46@example.com,(232) 724-9476,West,Home & Living,2025-02-02,7.0,116.6
5764,Mary Brown,Unknown,(441) 340-6667,South,Beauty,2025-08-11,5.0,196.16
5188,Sarah Martin,sarah.martin83@example.com,(924) 731-6949,North,Home & Living,2025-04-12,3.0,274.8
5485,William Brown,william.brown2@example.com,(754) 874-6165,Central,Apparel,2025-12-01,2.0,276.25
5663,Susan Miller,susan.miller18@example.com,(999) 783-1432,North,Beauty,2025-09-04,6.0,254.87
5314,Joseph Jones,joseph.jones63@example.com,(717) 270-9974,West,Beauty,2025-01-13,5.0,46.41
5350,Barbara Gonzalez,barbara.gonzalez30@example.com,(662) 871-6432,Central,Home & Living,2025-02-22,6.0,286.58
5835,Michael Rodriguez,michael.rodriguez21@example.com,(842) 343-2273,North,Beauty,2025-01-14,4.0,287.37
5195,Elizabeth Gonzalez,Unknown,(665) 347-4369,Central,Electronics,2025-04-15,4.0,287.87
5778,James Anderson,james.anderson2@example.com,(440) 420-4332,West,Beauty,2025-05-04,6.0,237.68
5589,Patricia Smith,patricia.smith50@example.com,(900) 519-5301,East,Electronics,2025-06-06,4.0,15.86
5225,William Martinez,william.martinez60@example.com,(600) 401-1309,Central,Electronics,2025-07-03,7.0,265.03
5642,Mary Garcia,mary.garcia25@example.com,(434) 257-8229,South,Beauty,2025-06-05,1.0,238.17
5052,William Miller,william.miller70@example.com,(369) 296-4039,Central,Beauty,2025-07-12,5.0,69.03
5812,Karen Davis,karen.davis4@example.com,(926) 270-9248,Central,Home & Living,2025-01-06,3.0,20.28
5243,Michael Johnson,michaeljohnson,(839) 261-6035,Central,Home & Living,2025-02-08,1.0,286.49
5076,Susan Martin,susan.martin45@example.com,(401) 517-9425,West,Apparel,2025-07-19,1.0,174.07
5220,David Jones,david.jones61@example.com,(740) 963-9745,Central,Electronics,2025-09-07,5.0,29.51
5223,James Brown,james.brown65@example.com,(482) 780-8039,North,Beauty,2025-07-27,3.0,234.54
5397,Jessica Brown,jessica.brown76@example.com,(645) 821-7472,Central,Home & Living,2025-04-09,6.0,148.49
5459,Susan Martinez,susan.martinez32@example.com,(661) 699-6283,South,Apparel,2025-04-17,2.0,136.91
5727,Jessica Gonzalez,jessica.gonzalez24@example.com,(922) 356-9606,West,Beauty,2025-07-09,8.0,17.49
5320,William Gonzalez,william.gonzalez57@example.com,(801) 649-2978,West,Home & Living,2025-01-05,5.0,59.46
5765,James Wilson,james.wilson16@example.com,(527) 337-8801,North,Apparel,2025-06-16,1.0,158.93
5681,William Martinez,williammartinez,(595) 564-1277,East,Home & Living,2025-03-13,2.0,68.06
5499,Thomas Davis,thomas.davis84@example.com,(220) 681-5841,Central,Home & Living,2025-01-26,2.0,71.17
5005,Jessica Smith,jessica.smith98@example.com,(513) 451-2692,Central,Home & Living,2025-02-16,6.0,251.75
5283,Elizabeth Martinez,elizabeth.martinez14@example.com,(368) 917-3460,South,Electronics,2025-06-14,7.0,203.4
5007,Richard Davis,richard.davis34@example.com,(235) 629-5072,Central,Beauty,2025-07-18,1.0,252.72
5502,James Miller,james.miller71@example.com,(861) 350-2142,North,Beauty,2025-04-04,7.0,245.98
5249,David Smith,david.smith48@example.com,(698) 391-9580,Central,Home & Living,2025-07-16,3.0,181.76
5478,Robert Jackson,robert.jackson27@example.com,(780) 598-9678,East,Home & Living,2025-05-05,5.0,50.58
5016,Karen Miller,karen.miller68@example.com,(206) 365-6121,Central,Home & Living,2025-05-04,7.0,98.72
5748,John Jackson,john.jackson60@example.com,(953) 610-7246,North,Beauty,2025-04-02,4.0,14.52
5576,Barbara Williams,barbara.williams74@example.com,(622) 494-9728,East,Beauty,2025-05-20,5.0,54.78
5094,David Rodriguez,david.rodriguez43@example.com,(614) 507-9526,Central,Beauty,2025-08-17,4.0,182.14
5319,Jessica Lopez,Unknown,(856) 317-2570,Central,Beauty,2025-01-22,5.0,94.81
5467,William Brown,williambrown,(599) 306-5642,East,Beauty,2025-01-28,3.0,23.91
5057,Jennifer Jackson,jennifer.jackson6@example.com,(590) 868-6522,South,Beauty,2025-01-31,5.0,38.78
5801,David Brown,david.brown17@example.com,(524) 255-9362,West,Beauty,2025-06-05,8.0,158.93
5526,Sarah Brown,sarah.brown92@example.com,(937) 206-2042,South,Electronics,2025-05-29,4.0,171.43
5035,Linda Jackson,linda.jackson7@example.com,(406) 355-1169,East,Apparel,2025-04-01,6.0,210.78
5439,Mary Martin,mary.martin8@example.com,(209) 251-5348,West,Apparel,2025-04-18,3.0,179.06
5171,James Wilson,james.wilson98@example.com,(472) 425-8889,South,Apparel,2025-07-22,1.0,222.64
5760,Karen Anderson,karen.anderson84@example.com,(296) 459-2266,East,Beauty,2025-01-25,5.0,158.93
5187,David Brown,Unknown,(325) 763-5199,West,Electronics,2025-02-06,4.0,108.06
5011,Robert Martinez,robert.martinez6@example.com,(716) 963-1928,Central,Apparel,2025-02-17,4.0,215.88
5086,Linda Wilson,lindawilson,(847) 208-9676,North,Apparel,2025-04-27,8.0,61.99
5623,Richard Hernandez,richard.hernandez89@example.com,(739) 460-3696,Central,Home & Living,2025-01-10,8.0,283.17
5537,John Rodriguez,john.rodriguez5@example.com,(473) 739-5795,North,Electronics,2025-12-06,5.0,25.53
5326,Susan Jackson,susan.jackson64@example.com,(761) 911-7681,Central,Home & Living,2025-03-23,6.0,268.87
5682,James Smith,james.smith51@example.com,(762) 339-9425,East,Beauty,2025-03-05,2.0,106.58
5116,Joseph Rodriguez,joseph.rodriguez77@example.com,(328) 853-8388,West,Electronics,2025-03-24,3.0,243.5
5846,Joseph Jones,joseph.jones73@example.com,Unknown,North,Beauty,2025-01-23,8.0,152.99
5190,David Thomas,david.thomas46@example.com,(687) 649-8148,South,Beauty,2025-05-21,1.0,218.06
5117,William Lopez,william.lopez95@example.com,(612) 896-4278,South,Electronics,2025-08-01,7.0,291.62
5418,Patricia Wilson,patricia.wilson22@example.com,(675) 515-7081,West,Apparel,2025-07-31,3.0,139.2
5603,Barbara Johnson,barbara.johnson43@example.com,(427) 966-5197,North,Apparel,2025-06-14,7.0,221.16
5058,Sarah Gonzalez,sarah.gonzalez41@example.com,(667) 607-7747,North,Electronics,2025-05-28,5.0,113.76
5354,Barbara Taylor,barbara.taylor74@example.com,Unknown,West,Beauty,2025-04-17,2.0,248.04
5556,Robert Jones,robert.jones15@example.com,(314) 620-4465,North,Beauty,2025-03-13,7.0,10.22
5666,Michael Davis,michael.davis78@example.com,(667) 957-9399,East,Home & Living,2025-08-08,6.0,156.05
5496,Barbara Brown,barbara.brown60@example.com,(998) 609-9402,West,Beauty,2025-02-02,4.0,251.8
5848,Charles Brown,charles.brown14@example.com,(827) 419-1606,South,Home & Living,2025-05-05,3.0,294.25
5260,Patricia Rodriguez,patricia.rodriguez20@example.com,Unknown,South,Beauty,2025-06-23,1.0,245.91
5049,Richard Thomas,richard.thomas93@example.com,(845) 264-8220,Central,Apparel,2025-06-07,1.0,296.47
5337,Jessica Miller,Unknown,Unknown,West,Beauty,2025-01-21,6.0,21.7
5126,William Johnson,william.johnson31@example.com,(970) 583-2346,North,Beauty,2025-01-05,7.0,92.82
5473,Susan Jackson,susan.jackson77@example.com,(734) 503-7379,South,Electronics,2025-03-16,4.0,67.43
5358,Joseph Anderson,joseph.anderson57@example.com,(627) 219-6238,South,Beauty,2025-12-03,4.0,73.43
5367,Barbara Jackson,barbara.jackson48@example.com,(358) 726-4987,East,Electronics,2025-03-07,2.0,34.57
5047,Charles Moore,charles.moore94@example.com,(503) 963-1672,East,Apparel,2025-01-25,5.0,129.57
5257,Michael Taylor,michael.taylor49@example.com,(471) 904-7411,Central,Beauty,2025-01-19,3.0,256.6
5107,Linda Moore,linda.moore74@example.com,(732) 532-3871,Central,Home & Living,2025-03-16,8.0,158.93
5318,Charles Jackson,charles.jackson83@example.com,(796) 344-1647,North,Apparel,2025-06-29,3.0,259.09
5328,Karen Williams,karen.williams94@example.com,Unknown,East,Apparel,2025-05-06,3.0,107.99
5405,James Davis,james.davis83@example.com,(484) 941-9492,Central,Home & Living,2025-06-25,3.0,40.19
5632,Jennifer Miller,jennifer.miller59@example.com,(866) 301-6036,South,Beauty,2025-06-08,1.0,182.18
5696,Karen Smith,karen.smith62@example.com,(820) 528-4795,Central,Beauty,2025-04-27,4.0,52.22
5516,Jessica Wilson,jessica.wilson12@example.com,Unknown,North,Electronics,2025-02-05,5.0,100.21
5665,Richard Hernandez,richard.hernandez88@example.com,(565) 407-8065,Central,Beauty,2025-01-07,8.0,248.83
5420,Jessica Rodriguez,jessica.rodriguez54@example.com,(432) 201-9142,West,Electronics,2025-08-10,2.0,277.83
5406,Michael Lopez,michael.lopez35@example.com,(351) 560-7319,West,Beauty,2025-04-15,1.0,81.84
5522,Robert Wilson,Unknown,(969) 480-7477,Central,Home & Living,2025-05-17,8.0,167.34
5048,Linda Martinez,Unknown,(830) 648-1822,West,Electronics,2025-08-19,8.0,216.38
5158,Richard Lopez,richard.lopez26@example.com,(218) 257-6662,West,Beauty,2025-08-12,2.0,189.7
5581,Susan Gonzalez,susan.gonzalez36@example.com,(269) 436-8614,South,Electronics,2025-02-05,6.0,235.2
5483,Karen Lopez,karen.lopez62@example.com,(539) 921-4810,Central,Beauty,2025-04-16,7.0,195.99
5624,Richard Moore,richard.moore57@example.com,(663) 916-9394,Central,Apparel,2025-02-16,3.0,34.43
5235,William Johnson,william.johnson41@example.com,(226) 383-9042,West,Electronics,2025-08-06,7.0,230.62
5773,William Hernandez,william.hernandez57@example.com,(331) 765-1931,East,Electronics,2025-08-27,5.0,73.0
5679,Jennifer Rodriguez,jennifer.rodriguez95@example.com,Unknown,East,Beauty,2025-02-14,5.0,140.11
5747,Barbara Miller,barbara.miller99@example.com,(318) 744-8976,East,Electronics,2025-04-27,5.0,123.38
5636,Elizabeth Davis,elizabeth.davis98@example.com,(805) 722-5276,South,Beauty,2025-04-16,6.0,204.91
5383,Jennifer Lopez,jenniferlopez,(661) 699-5983,Central,Apparel,2025-03-10,7.0,149.79
5219,Patricia Smith,patricia.smith72@example.com,(578) 246-9813,South,Home & Living,2025-05-08,5.0,285.4
5480,Patricia Hernandez,patricia.hernandez88@example.com,(557) 563-6386,Central,Apparel,2025-07-29,5.0,230.32
5685,Joseph Jackson,joseph.jackson70@example.com,(623) 782-6428,West,Apparel,2025-02-23,5.0,248.79
5196,Jessica Davis,jessica.davis7@example.com,(859) 563-6016,Central,Apparel,2025-07-17,2.0,158.93
5091,Susan Davis,susandavis,(354) 305-2878,Central,Beauty,2025-02-09,2.0,141.56
5163,Patricia Anderson,patricia.anderson58@example.com,(883) 607-8097,Central,Beauty,2025-03-23,5.0,253.97
5247,James Jones,james.jones52@example.com,(411) 499-2545,West,Beauty,2025-08-14,3.0,158.93
5481,David Wilson,david.wilson29@example.com,(605) 679-7240,Central,Home & Living,2025-03-13,8.0,251.34
5055,Richard Thomas,richard.thomas21@example.com,(439) 390-2692,South,Home & Living,2025-06-04,7.0,158.93
5580,David Garcia,davidgarcia,(911) 416-5680,South,Beauty,2025-05-06,8.0,224.42
5515,James Martinez,james.martinez24@example.com,(612) 232-5681,East,Beauty,2025-04-01,7.0,158.93
5621,William Miller,william.miller66@example.com,(419) 371-1153,East,Electronics,2025-01-12,3.0,203.33
5017,Michael Martinez,michael.martinez14@example.com,(370) 920-8098,North,Apparel,2025-05-14,7.0,225.27
5659,Joseph Taylor,joseph.taylor77@example.com,(326) 270-3056,Central,Beauty,2025-02-26,3.0,299.84
5479,Jennifer Martin,Unknown,(614) 447-1777,North,Home & Living,2025-01-02,7.0,152.53
5157,David Thomas,david.thomas81@example.com,(366) 655-9345,East,Electronics,2025-08-10,6.0,169.91
5110,John Anderson,john.anderson18@example.com,(287) 944-8490,West,Home & Living,2025-03-09,6.0,205.1
5044,Richard Martinez,richard.martinez82@example.com,(380) 722-5846,North,Electronics,2025-02-12,2.0,158.93
5423,Jessica Lopez,Unknown,(494) 321-9782,West,Beauty,2025-12-06,5.0,136.95
5578,Sarah Martinez,sarah.martinez88@example.com,(916) 643-1058,North,Apparel,2025-06-30,8.0,154.08
5560,Barbara Rodriguez,barbara.rodriguez41@example.com,(354) 492-1170,South,Electronics,2025-05-26,3.0,45.36
5693,Karen Martin,karenmartin,(676) 246-5587,Central,Apparel,2025-03-24,1.0,62.61
5494,Elizabeth Thomas,elizabeth.thomas53@example.com,(772) 354-6350,West,Home & Living,2025-02-22,4.0,85.91
5298,Thomas Jackson,Unknown,(203) 310-7564,North,Home & Living,2025-07-26,8.0,165.45
5306,Jessica Williams,jessica.williams75@example.com,(967) 203-8712,South,Home & Living,2025-07-02,4.0,185.19
5566,Thomas Jones,thomas.jones77@example.com,(364) 756-2845,East,Apparel,2025-04-03,4.0,177.4
5814,David Davis,david.davis37@example.com,(209) 325-5755,Central,Apparel,2025-08-09,7.0,217.15
5736,Elizabeth Wilson,elizabeth.wilson39@example.com,(570) 525-5266,North,Beauty,2025-02-25,8.0,276.13
5583,Jessica Thomas,jessica.thomas83@example.com,(930) 950-6085,North,Electronics,2025-07-27,3.0,91.72
5146,Robert Martin,robertmartin,(940) 850-1122,East,Electronics,2025-06-28,1.0,207.47
5804,Mary Rodriguez,mary.rodriguez99@example.com,Unknown,North,Home & Living,2025-05-07,1.0,158.93
5199,Linda Williams,linda.williams42@example.com,Unknown,Central,Beauty,2025-06-15,8.0,87.43
5847,Jennifer Martin,jennifer.martin58@example.com,(778) 566-2356,West,Beauty,2025-01-22,1.0,223.16
5825,Jennifer Miller,jennifer.miller25@example.com,(645) 565-6983,North,Apparel,2025-01-27,8.0,99.92
5511,Barbara Rodriguez,barbara.rodriguez10@example.com,Unknown,Central,Electronics,2025-01-01,7.0,249.42
5290,Joseph Hernandez,joseph.hernandez98@example.com,(330) 907-4427,Central,Electronics,2025-04-30,3.0,51.24
5579,Jessica Brown,jessicabrown,Unknown,West,Beauty,2025-01-05,4.0,257.83
5316,Charles Smith,charles.smith49@example.com,Unknown,Central,Beauty,2025-04-10,5.0,100.64
5735,William Garcia,william.garcia51@example.com,(287) 204-8436,East,Beauty,2025-05-25,1.0,158.93
5568,Michael Jackson,michael.jackson57@example.com,Unknown,West,Beauty,2025-07-26,5.0,156.64
5099,Linda Brown,linda.brown4@example.com,(265) 714-1207,South,Beauty,2025-03-25,7.0,247.41
5227,Michael Lopez,michael.lopez57@example.com,(506) 711-1631,South,Electronics,2025-03-01,2.0,195.43
5451,Jennifer Miller,jennifer.miller56@example.com,(915) 510-5249,East,Beauty,2025-05-14,6.0,203.3
5815,Jennifer Wilson,jennifer.wilson57@example.com,(324) 976-8002,North,Electronics,2025-08-14,5.0,158.93
5339,Robert Jackson,robert.jackson18@example.com,(500) 669-7606,South,Apparel,2025-01-22,7.0,124.61
5382,Sarah Jones,sarah.jones32@example.com,(260) 499-2396,Central,Beauty,2025-05-31,4.0,196.77
5715,Thomas Hernandez,thomas.hernandez74@example.com,(788) 576-5507,South,Beauty,2025-03-19,2.0,47.07
5462,Joseph Gonzalez,joseph.gonzalez56@example.com,Unknown,South,Beauty,2025-08-14,1.0,269.69
5304,Michael Lopez,michaellopez,(739) 445-9246,South,Beauty,2025-01-19,5.0,283.27
5612,Mary Smith,mary.smith59@example.com,(639) 284-7409,East,Electronics,2025-01-28,2.0,23.18
5785,William Rodriguez,william.rodriguez64@example.com,(868) 367-5653,West,Home & Living,2025-05-23,6.0,279.71
5722,Patricia Lopez,patricia.lopez72@example.com,(419) 222-6816,South,Electronics,2025-08-11,7.0,47.36
5278,Karen Martin,karen.martin44@example.com,(292) 713-6987,East,Beauty,2025-03-30,7.0,106.47
5250,William Smith,william.smith40@example.com,(734) 570-5972,East,Home & Living,2025-06-01,8.0,261.12
5322,Linda Rodriguez,linda.rodriguez30@example.com,(681) 712-3631,East,Home & Living,2025-08-10,6.0,275.34
5140,John Jackson,john.jackson89@example.com,(463) 712-1717,West,Apparel,2025-03-30,5.0,270.52
5699,Joseph Jones,joseph.jones1@example.com,(713) 801-6849,Central,Beauty,2025-03-09,4.0,51.87
5324,Thomas Johnson,thomas.johnson89@example.com,(271) 803-9271,East,Apparel,2025-07-23,8.0,139.34
5437,Elizabeth Martinez,elizabeth.martinez26@example.com,(917) 834-4590,South,Electronics,2025-05-23,6.0,134.41
5443,Jennifer Jackson,Unknown,(791) 928-8313,South,Apparel,2025-01-29,3.0,254.78
5128,Jessica Thomas,jessica.thomas66@example.com,(497) 814-9363,South,Apparel,2025-04-09,8.0,200.18
5732,Jessica Anderson,jessica.anderson81@example.com,Unknown,East,Electronics,2025-08-04,8.0,288.78
5563,James Davis,james.davis50@example.com,(467) 428-9720,South,Home & Living,2025-02-24,6.0,31.82
5602,Robert Smith,robert.smith2@example.com,(311) 977-5574,West,Beauty,2025-04-05,2.0,241.68
5542,Karen Johnson,karen.johnson68@example.com,(647) 268-8441,East,Electronics,2025-08-26,6.0,277.47
5806,Linda Miller,linda.miller35@example.com,(872) 252-3037,North,Electronics,2025-04-28,5.0,158.93
5775,Richard Rodriguez,richard.rodriguez2@example.com,(225) 950-1408,Central,Home & Living,2025-06-07,1.0,142.74
5733,Karen Davis,karen.davis51@example.com,(413) 964-2550,West,Apparel,2025-02-15,2.0,62.88
5594,James Taylor,james.taylor70@example.com,Unknown,North,Home & Living,2025-03-20,4.0,97.87
5669,Robert Johnson,robert.johnson69@example.com,(329) 765-4135,West,Beauty,2025-06-20,3.0,107.64
5362,James Rodriguez,james.rodriguez8@example.com,(853) 357-9803,Central,Electronics,2025-03-13,7.0,134.62
5202,Robert Garcia,robert.garcia81@example.com,(242) 651-3530,West,Electronics,2025-07-21,2.0,100.46
5635,Charles Williams,charles.williams77@example.com,(499) 339-2304,West,Apparel,2025-04-24,7.0,114.22
5789,Charles Miller,charles.miller51@example.com,(881) 915-4340,Central,Apparel,2025-08-20,7.0,83.58
5565,Sarah Rodriguez,sarah.rodriguez17@example.com,(306) 768-5332,West,Beauty,2025-07-16,3.0,257.58
5463,Patricia Miller,patricia.miller9@example.com,(977) 675-6094,North,Beauty,2025-07-18,2.0,85.82
5569,Michael Gonzalez,michael.gonzalez20@example.com,Unknown,North,Beauty,2025-01-20,4.0,172.39
5189,Thomas Moore,thomas.moore64@example.com,(768) 611-5181,South,Home & Living,2025-07-19,2.0,12.97
5410,David Smith,david.smith9@example.com,Unknown,West,Home & Living,2025-03-14,3.0,262.56
5694,William Taylor,Unknown,(838) 957-1950,North,Home & Living,2025-04-29,6.0,155.07
5786,David Miller,david.miller83@example.com,(825) 766-8279,Central,Home & Living,2025-05-15,1.0,192.56
5491,James Johnson,james.johnson54@example.com,(956) 785-1341,East,Beauty,2025-01-03,6.0,289.28
5129,Michael Jackson,michael.jackson60@example.com,(304) 753-6905,South,Home & Living,2025-05-12,1.0,170.27
5811,Mary Jones,mary.jones95@example.com,(679) 964-8189,South,Home & Living,2025-05-15,6.0,213.55
5123,William Garcia,william.garcia78@example.com,(790) 660-7542,West,Home & Living,2025-08-15,1.0,86.67
5010,Charles Wilson,charles.wilson19@example.com,(321) 871-5609,South,Apparel,2025-04-12,3.0,17.33
5614,Jessica Anderson,jessica.anderson98@example.com,Unknown,North,Beauty,2025-02-16,3.0,42.17
5165,Barbara Garcia,barbara.garcia44@example.com,(953) 814-2231,Central,Beauty,2025-02-22,8.0,258.75
5293,Patricia Taylor,patricia.taylor81@example.com,(925) 697-6068,West,Beauty,2025-08-07,6.0,268.62
5818,Jennifer Jackson,jennifer.jackson45@example.com,(886) 733-2288,East,Home & Living,2025-03-05,6.0,168.31
5718,Richard Moore,richard.moore9@example.com,(209) 381-3861,Central,Apparel,2025-01-05,5.0,268.12
5102,Richard Williams,richard.williams82@example.com,Unknown,South,Apparel,2025-02-07,2.0,178.27
5596,Charles Davis,charles.davis24@example.com,(857) 414-1974,Central,Home & Living,2025-06-27,8.0,98.81
5352,Richard Jackson,richard.jackson60@example.com,Unknown,West,Beauty,2025-06-15,5.0,257.11
5374,John Williams,john.williams16@example.com,(557) 813-2415,South,Apparel,2025-03-24,7.0,204.9
5734,Joseph Williams,Unknown,(577) 566-2331,East,Electronics,2025-01-16,2.0,113.16
5791,David Miller,david.miller9@example.com,Unknown,South,Home & Living,2025-07-06,2.0,82.41
5240,Jessica Williams,jessica.williams63@example.com,(554) 247-7576,East,Beauty,2025-03-21,6.0,112.66
5807,Jessica Jones,jessica.jones68@example.com,(458) 478-6669,East,Apparel,2025-04-13,4.0,114.69
5077,Patricia Martinez,patricia.martinez17@example.com,(694) 852-8520,West,Home & Living,2025-04-18,1.0,135.86
5224,Thomas Lopez,thomaslopez,(238) 908-5589,South,Apparel,2025-08-08,5.0,239.72
5519,William Johnson,william.johnson39@example.com,(494) 915-8887,West,Electronics,2025-01-16,3.0,162.53
5553,Robert Jackson,robert.jackson18@example.com,(631) 469-1063,South,Home & Living,2025-06-25,4.0,280.93
5461,Elizabeth Rodriguez,Unknown,(295) 819-5363,South,Beauty,2025-05-25,1.0,297.64
5312,Robert Moore,robert.moore42@example.com,(721) 466-6113,South,Apparel,2025-03-09,1.0,134.26
5019,Richard Garcia,richardgarcia,(844) 921-7024,West,Home & Living,2025-06-20,5.0,38.69
